787,POL,1948
788,TCH,1988
788,TCH,1992
789,TCH,1980
790,MEX,1960
791,ITA,1948
792,TCH,1992
792,CZE,1994
792,CZE,1998
793,GRE,1996
794,POL,1984
794,POL,1988
794,POL,1992
795,POL,2008
795,POL,2012
796,GER,1992
797,HUN,1952
798,IRI,1972
799,NIG,2012
800,BUL,1964
800,BUL,1968
801,USA,1972
802,POL,1928
803,GBR,1976
804,SKN,2012
804,SKN,2016
805,AUS,1992
806,USA,1904
807,USA,1912
808,CAN,1952
809,GBR,1976
810,GBR,1948
811,USA,2012
811,USA,2016
812,RSA,2000
813,USA,1904
814,GBR,1908
815,TTO,1976
815,TTO,1980
816,GBR,1920
817,AUS,2000
818,USA,1912
818,USA,1920
819,DOM,1984
820,USA,1996
821,CAN,1972
822,VIN,1988
823,AUS,2016
824,AUS,2004
824,AUS,2008
824,AUS,2012
825,CAN,1936
826,RUS,2012
827,GER,2016
828,AUS,1976
829,USA,1936
830,GBR,1980
830,GBR,1984
830,GBR,1988
831,PUR,1988
832,GBR,2012
832,GBR,2016
833,CUB,1992
834,AUS,2016
835,AUS,1984
835,AUS,1988
835,AUS,1992
835,AUS,1996
836,USA,1908
836,USA,1912
837,USA,2016
838,CAN,1928
839,CAN,1960
840,GBR,2014
841,FRG,1968
841,FRG,1972
842,USA,1932
843,GBR,1908
844,USA,1992
845,SWE,1928
846,NZL,2004
846,NZL,2008
846,NZL,2012
846,NZL,2016
847,NOR,2004
848,POL,1952
849,GER,2008
849,GER,2012
850,GER,1936
851,POL,1960
852,POL,1952
853,SWE,1980
854,JAM,1984
854,JAM,1988
855,USA,1996
856,SWE,1960
857,SWE,1952
858,GHA,2000
859,NGR,1988
860,POL,1980
861,ESP,1992
862,PHI,1988
863,SOM,1988
863,SOM,1996
864,TUR,2016
865,ESP,1948
866,TUR,1936
867,GBR,2012
867,GBR,2016
868,AUS,2004
869,GBR,2016
870,GBR,1968
871,ALG,1980
872,EGY,1928
873,ALG,2000
874,BEL,1928
875,BEL,1928
875,BEL,1932
875,BEL,1936
875,BEL,1948
876,FRA,2008
877,FRA,1992
878,FRA,1960
879,RSA,1992
880,GBR,1960
881,GHA,1996
882,GHA,1992
882,GHA,1996
883,GHA,1964
883,GHA,1968
884,SUI,1920
885,GBR,1964
886,GHA,1964
887,GHA,1960
887,GHA,1964
887,GHA,1968
887,GHA,1972
888,LBR,2008
888,LBR,2012
889,GHA,1984
889,GHA,1988
889,GHA,1996
890,GHA,1996
891,USA,1932
892,GDR,1988
892,GER,1992
892,GER,1994
892,GER,1998
893,GER,1994
894,KEN,2016
895,GBR,1948
896,NGR,2008
897,NGR,1984
898,NGR,1996
899,NGR,1988
900,BRN,2016
901,NGR,1988
901,NGR,1992
902,NGR,2016
903,SUR,1996
903,SUR,2000
904,SWE,1964
905,PHI,1956
906,NED,1980
907,JOR,1984
908,NGR,2008
909,FRA,1928
909,FRA,1932
910,SEY,1992
911,FRA,2014
912,ITA,2008
913,FRA,1924
914,BEL,1928
914,BEL,1936
915,ERI,2012
915,ERI,2016
916,KEN,2016
917,NED,1984
918,BRA,1984
918,BRA,1988
919,DJI,1988
920,SOM,1996
920,SOM,2000
921,SOM,1972
922,SOM,1984
922,SOM,1988
923,NGR,1988
923,NGR,1992
923,NGR,1996
924,NGR,2016
925,BRA,2012
925,BRA,2016
926,CMR,1968
926,CMR,1972
927,GBR,2012
928,POL,1924
929,ETH,1996
929,ETH,2000
929,ETH,2008
930,GER,1952
931,UGA,2016
932,NGR,1988
933,BRA,1952
934,NGR,1980
935,BRA,1964
936,NGR,1984
936,NGR,1988
937,NGR,1988
938,USA,1976
938,USA,1980
939,NEP,2008
940,NGR,1980
941,UGA,1972
942,NGR,2012
943,ARM,2008
944,EGY,2016
945,SUD,1960
946,LBA,1996
946,LBA,2000
947,BRA,1972
947,BRA,1980
947,BRA,1984
948,NGR,1980
949,URU,1936
950,ISR,1960
951,UGA,1984
952,IND,1992
952,IND,1996
953,FRA,1992
953,FRA,1996
953,FRA,2000
954,MGL,2016
955,PHI,1932
955,PHI,1936
956,GER,2010
957,GHA,1992
958,CIV,1964
959,CMR,2012
960,USA,2000
961,USA,2016
962,USA,1952
963,USA,1996
964,GBR,1948
965,BRA,1984
965,BRA,1988
965,BRA,1992
966,BRA,1984
966,BRA,1988
966,BRA,1992
967,GER,1960
968,AUT,1912
968,AUT,1924
969,BRA,1964
970,SWE,1960
971,GER,1964
972,RUS,1912
973,SWE,1936
974,SWE,1912
975,SWE,1908
976,SWE,2012
977,SWE,1908
977,SWE,1912
977,SWE,1920
977,SWE,1924
978,SWE,1912
978,SWE,1920
979,CAN,1976
980,GBR,2008
980,GBR,2012
981,FRG,1988
981,GER,1996
982,EGY,1976
983,ALG,1980
984,GBR,1980
985,ETH,1960
986,NED,1924
986,NED,1928
987,SYR,1996
988,MAR,1960
988,MAR,1964
989,UGA,1960
990,CIV,1984
991,PLW,2000
992,TCH,1924
993,SUI,1964
994,PHI,1948
995,NOR,1952
996,SWE,1928
997,SWE,1988
997,SWE,1992
998,SWE,1980
998,SWE,1984
999,SWE,1976
1000,LTU,2000
1001,LTU,2004
1002,GHA,2000
1003,SWE,1980
1003,SWE,1984
1004,LTU,2016
1005,RSA,2000
1006,FRA,1900
1007,HUN,1936
1008,HUN,1972
1009,PHI,1972
1010,MON,1984
1011,PUR,1996
1012,PUR,1964
1012,PUR,1968
1013,BEN,1980
1014,TOG,1972
1015,BEL,1920
1015,BEL,1924
1016,BEL,1928
1017,USA,2008
1017,USA,2012
1017,USA,2016
1018,NAM,2016
1019,INA,1984
1019,INA,1988
1020,BRA,1992
1020,BRA,1996
1020,BRA,2000
1021,AHO,1960
1021,AHO,1972
1022,NED,2000
1022,NED,2004
1022,NED,2008
1023,BRA,2000
1023,BRA,2004
1023,BRA,2008
1023,BRA,2012
1023,BRA,2016
1024,BRA,1996
1024,BRA,2004
1024,BRA,2008
1025,HUN,1996
1026,ESP,1968
1027,GBR,1988
1028,USA,2008
1029,CHI,1952
1030,CAN,2000
1031,MGL,1980
1032,UKR,2004
1032,UKR,2008
1033,MGL,1980
1034,KAZ,2002
1035,KGZ,2016
1036,KAZ,2008
1037,UKR,1996
1037,UKR,2000
1038,ISL,1984
1039,ASA,2008
1040,SUI,2002
1041,SUI,1948
1042,SUI,1936
1043,SUI,1988
1044,SUI,2002
1044,SUI,2006
1045,SUI,2006
1046,GER,1964
1047,RUS,1912
1048,AUT,1972
1049,BEL,1912
1050,SUI,1976
1051,NED,1928
1052,BEL,2012
1052,BEL,2016
1053,SUI,2014
1054,BEL,1928
1055,BEL,2014
1056,BEL,2008
1057,BEL,2012
1058,SUI,1992
1059,FRA,1992
1059,FRA,1996
1060,SUI,1972
1061,SUI,1924
1062,SUI,2002
1063,SUI,1972
1064,SUI,1924
1064,SUI,1928
1064,SUI,1936
1065,SWE,1912
1066,SWE,1912
1067,IRI,2008
1068,PUR,2016
1069,RUS,1996
1070,URS,1968
1071,RUS,2008
1071,RUS,2012
1072,RUS,1996
1073,MAR,1984
1074,MAS,2012
1074,MAS,2016
1075,ETH,2004
1076,AFG,1936
1077,SUI,1924
1078,SUI,2012
1079,SUI,1980
1080,IRI,1988
1081,TOG,2014
1082,EGY,2016
1083,EGY,1948
1084,EGY,2000
1085,RUS,2002
1085,RUS,2006
1085,RUS,2010
1086,IRI,2000
1087,SAM,2016
1088,NGR,1996
1088,NGR,2000
1089,URS,1972
1090,EUN,1992
1091,POR,1996
1092,ANG,2016
1093,RUS,2016
1094,ROU,1976
1095,RSA,2016
1096,GHA,1972
1097,GRE,1996
1097,GRE,2000
1097,GRE,2004
1097,GRE,2008
1097,GRE,2012
1098,GRE,2004
1098,GRE,2008
1098,GRE,2012
1098,GRE,2016
1099,IRI,1992
1100,IRI,1952
1101,AFG,1948
1102,PAK,1964
1103,PAK,1988
1104,PAK,1964
1105,IND,1996
1106,IRI,1964
1107,RSA,2016
1108,ROU,2012
1109,ROU,1984
1110,UZB,1996
1110,UZB,2000
1110,UZB,2004
1111,TUR,2014
1112,RWA,2012
1113,NGR,2000
1114,ITA,2004
1114,ITA,2008
1114,ITA,2012
1114,ITA,2016
1115,UZB,2006
1116,CRO,1996
1116,CRO,2000
1117,URS,1964
1117,URS,1968
1118,DMA,2000
1119,GBR,1976
1120,DMA,1996
1121,PAN,1968
1122,USA,1996
1123,SEY,1980
1124,EGY,1924
1124,EGY,1936
1125,AZE,2004
1126,AZE,1996
1127,ITA,1956
1127,ITA,1964
1128,NGR,1972
1129,BEN,1972
1130,NGR,1984
1131,FRA,2016
1132,BRA,1996
1132,BRA,2004
1133,BEN,1992
1134,TOG,2012
1135,FRA,1980
1136,PHI,1960
1136,PHI,1968
1137,USA,1928
1138,JPN,1932
1139,USA,1984
1140,HAI,1988
1140,HAI,1996
1141,UGA,1996
